CleRegle;NomRegle;Severite;NomLangage;TypeRegle;Etiquette
objc:S139;Comments should not be located at the end of lines of code;MINOR;Objective-C;CODE_SMELL;{convention}
objc:S1774;The ternary operator should not be used;MAJOR;Objective-C;CODE_SMELL;{brain-overload}
objc:S1772;Constants should come first in equality tests;MINOR;Objective-C;CODE_SMELL;{convention}
objc:S110;Inheritance tree of classes should not be too deep;MAJOR;Objective-C;CODE_SMELL;{design}
objc:ParsingError;Track parsing failures;MAJOR;Objective-C;CODE_SMELL;{suspicious}
objc:LineLength;Lines should not be too long;MAJOR;Objective-C;CODE_SMELL;{convention}
objc:S3715;GNU extensions should not be used;MINOR;Objective-C;CODE_SMELL;{gnu,lock-in,obsolete}
objc:S1656;Variables should not be self-assigned;MAJOR;Objective-C;BUG;{cert}
objc:S107;Functions should not have too many parameters;MAJOR;Objective-C;CODE_SMELL;{brain-overload}
objc:S2754;Declarations should not be empty;MINOR;Objective-C;CODE_SMELL;{cert,unused}
objc:S3729;Array indices should be placed between brackets;BLOCKER;Objective-C;CODE_SMELL;{pitfall}
objc:S3728;String literals should not be concatenated implicitly;MINOR;Objective-C;CODE_SMELL;{confusing}
objc:S2757;=+ should not be used instead of +=;MAJOR;Objective-C;BUG;{}
objc:ClassComplexity;Classes should not be too complex;CRITICAL;Objective-C;CODE_SMELL;{}
objc:S113;Files should contain an empty newline at the end;MINOR;Objective-C;CODE_SMELL;{convention}
objc:S116;Field names should comply with a naming convention;MINOR;Objective-C;CODE_SMELL;{convention}
objc:S117;Local variable and function parameter names should comply with a naming convention;MINOR;Objective-C;CODE_SMELL;{convention}
objc:S1874;Code annotated as deprecated should not be used;MINOR;Objective-C;CODE_SMELL;{cert,cwe,obsolete}
objc:S1199;Nested code blocks should not be used;MINOR;Objective-C;CODE_SMELL;{bad-practice}
objc:S1198;Deprecated K&R syntax should not be used for function definition;MAJOR;Objective-C;CODE_SMELL;{confusing,obsolete}
objc:S3936;case ranges should cover multiple values;BLOCKER;Objective-C;CODE_SMELL;{gnu,suspicious}
objc:S3935;case ranges should not be empty;MAJOR;Objective-C;BUG;{gnu}
objc:S3491;Redundant pointer operator sequences should be removed;BLOCKER;Objective-C;CODE_SMELL;{suspicious}
objc:S1762;#pragma warning (default: ...) should not be used;MINOR;Objective-C;CODE_SMELL;{cert}
objc:FileComplexity;Files should not be too complex;MAJOR;Objective-C;CODE_SMELL;{}
objc:S100;Function names should comply with a naming convention;MINOR;Objective-C;CODE_SMELL;{convention}
objc:S2738;General catch clauses should not be used;MINOR;Objective-C;CODE_SMELL;{error-handling}
objc:S1768;The sign of an unsigned variable should not be tested;CRITICAL;Objective-C;CODE_SMELL;{pitfall}
objc:TabCharacter;Tabulation characters should not be used;MINOR;Objective-C;CODE_SMELL;{convention}
objc:S1451;Track lack of copyright and license headers;BLOCKER;Objective-C;CODE_SMELL;{}
objc:S2665;The 'sizeof' and 'alignof' operators should not be used with operands of a 'void' type;MINOR;Objective-C;BUG;{lock-in}
objc:S2668;Increment should not be used to set boolean variables to 'true';MAJOR;Objective-C;CODE_SMELL;{confusing,obsolete}
objc:S1578;File names should comply with a naming convention;MINOR;Objective-C;CODE_SMELL;{cert,convention}
objc:S3400;Methods should not return constants;MINOR;Objective-C;CODE_SMELL;{confusing}
objc:OneStatementPerLine;Statements should be on separate lines;MAJOR;Objective-C;CODE_SMELL;{style}
objc:S3646;Types and variables should be declared in separate statements;MINOR;Objective-C;CODE_SMELL;{confusing}
objc:S1227;break statements should not be used except for switch cases;MINOR;Objective-C;CODE_SMELL;{}
objc:FileLoc;Files should not have too many lines of code;MAJOR;Objective-C;CODE_SMELL;{brain-overload}
objc:S3972;Conditionals should start on new lines;CRITICAL;Objective-C;CODE_SMELL;{suspicious}
objc:S3730;#include_next should not be used;MINOR;Objective-C;CODE_SMELL;{confusing,lock-in}
objc:S2761;Unary prefix operators should not be repeated;MAJOR;Objective-C;BUG;{}
objc:S4144;Methods should not have identical implementations;MAJOR;Objective-C;CODE_SMELL;{confusing,duplicate,suspicious}
objc:S4143;Array values should not be replaced unconditionally;MAJOR;Objective-C;BUG;{suspicious}
objc:S3744;Macros should not be redefined;MINOR;Objective-C;CODE_SMELL;{confusing}
objc:PPErrorDirectiveReached;Track instances of the #error preprocessor directive being reached;INFO;Objective-C;CODE_SMELL;{}
abap:S3633;WHERE clause conditions should not be contradictory;MAJOR;ABAP;BUG;{sql}
abap:S1499;Columns to be read with a SELECT statement should be clearly defined;MAJOR;ABAP;CODE_SMELL;{performance,sql}
abap:S1496;SQL UPDATE dbtab SET ... statements should have a WHERE clause;BLOCKER;ABAP;BUG;{sql}
abap:S1498;The LIKE operator should be used very carefully in SQL WHERE condition;MAJOR;ABAP;CODE_SMELL;{performance,sql}
abap:S1494;Subqueries and JOIN clauses should not be used;MAJOR;ABAP;CODE_SMELL;{performance,sql}
abap:S1739;SQL LIKE clauses should not start with wildcard characters;MAJOR;ABAP;CODE_SMELL;{performance,sql}
abap:S1656;Variables should not be self-assigned;MAJOR;ABAP;BUG;{cert}
abap:S1139;DELETE FROM dbtab statements should have a WHERE clause;BLOCKER;ABAP;BUG;{sql}
abap:S1138;SQL EXISTS subqueries should not be used;MAJOR;ABAP;CODE_SMELL;{performance,sql}
abap:S1492;SQL SELECT statements should have WHERE conditions;BLOCKER;ABAP;VULNERABILITY;{performance,sql}
abap:S103;Lines should not be too long;MAJOR;ABAP;CODE_SMELL;{convention}
abap:S1491;REFRESH itab should not be used;MAJOR;ABAP;CODE_SMELL;{}
abap:S105;Tabulation characters should not be used;MINOR;ABAP;CODE_SMELL;{convention}
abap:S104;Files should not have too many lines of code;MAJOR;ABAP;CODE_SMELL;{brain-overload}
abap:S109;Magic numbers should not be used;MAJOR;ABAP;CODE_SMELL;{brain-overload}
abap:S1544;Report names should comply with a naming convention;MINOR;ABAP;CODE_SMELL;{convention}
abap:S1500;SQL DISTINCT operator should not be used to prevent bypassing the SAP buffering;MAJOR;ABAP;CODE_SMELL;{performance,sql}
abap:S1862;Related if/else if statements should not have the same condition;MAJOR;ABAP;BUG;{cert,pitfall,unused}
abap:S2237;Empty driver tables should not be used in a SELECT/FOR ALL ENTRIES clause;MAJOR;ABAP;BUG;{sql}
abap:S1543;Macro names should comply with a naming convention;MINOR;ABAP;CODE_SMELL;{convention,preprocessor}
abap:S1542;Function names should comply with a naming convention;MAJOR;ABAP;CODE_SMELL;{convention}
abap:S3643;LIKE clauses should not be used without wildcards;CRITICAL;ABAP;CODE_SMELL;{sql}
abap:S1540;REFRESH itab FROM TABLE should not be used;MAJOR;ABAP;CODE_SMELL;{obsolete}
abap:S1541;Functions should not be too complex;CRITICAL;ABAP;CODE_SMELL;{brain-overload}
abap:S1067;Expressions should not be too complex;CRITICAL;ABAP;CODE_SMELL;{brain-overload}
abap:S1066;Collapsible if statements should be merged;MAJOR;ABAP;CODE_SMELL;{clumsy}
abap:S122;Statements should be on separate lines;MAJOR;ABAP;CODE_SMELL;{style}
abap:S1508;Internal source code processing statements should not be used;BLOCKER;ABAP;CODE_SMELL;{lock-in}
abap:S1507;System C functions should not be used;MAJOR;ABAP;CODE_SMELL;{lock-in}
abap:S1506;Native SQL should not be statically embedded;MAJOR;ABAP;CODE_SMELL;{performance,sql}
abap:S1505;SQL BYPASSING BUFFER clause should not be used;MINOR;ABAP;BUG;{sql}
abap:S1669;Keywords should not be used as variable names;BLOCKER;ABAP;CODE_SMELL;{pitfall}
abap:S1548;Functions should be documented;MAJOR;ABAP;CODE_SMELL;{}
abap:S1668;Operational statements should not be chained;MAJOR;ABAP;BUG;{}
abap:S1547;Forms should be documented;MAJOR;ABAP;CODE_SMELL;{}
abap:S1502;SQL aggregate functions should not be used to prevent bypassing the SAP buffer;MINOR;ABAP;CODE_SMELL;{performance,sql}
abap:S1546;Classes should be documented;MAJOR;ABAP;CODE_SMELL;{}
abap:S2239;Duplications in driver tables should deleted before the tables are used;MAJOR;ABAP;CODE_SMELL;{performance,sql}
abap:S1501;To SELECT, INSERT or DELETE several lines in databases, internal tables should be used in place of loop control structure;MAJOR;ABAP;CODE_SMELL;{performance,sql}
abap:S1545;DATA variable names should comply with a naming convention;MAJOR;ABAP;CODE_SMELL;{convention}
abap:S114;Interface names should comply with a naming convention;MINOR;ABAP;CODE_SMELL;{convention}
abap:S1676;Asterisks should be used for headers and to comment out code;MINOR;ABAP;CODE_SMELL;{convention}
abap:S1675;CX_ROOT should not be caught;CRITICAL;ABAP;CODE_SMELL;{error-handling}
abap:S1510;Form names should comply with a naming convention;MINOR;ABAP;CODE_SMELL;{convention}
abap:S1597;A SQL SELECT statement should not involve too many tables;MAJOR;ABAP;CODE_SMELL;{performance,sql}
abap:S1674;CATCH clauses should not be empty;MINOR;ABAP;VULNERABILITY;{}
abap:S1311;Classes should not be too complex;CRITICAL;ABAP;CODE_SMELL;{}
abap:S1673;An internal table should be sorted before duplicates are deleted;MAJOR;ABAP;BUG;{}
abap:S2243;JOIN should be used instead of nested SELECT statements;MAJOR;ABAP;CODE_SMELL;{performance,sql}
abap:S1672;Sort fields should be provided for an internal table sort;MAJOR;ABAP;BUG;{}
abap:S1110;Redundant pairs of parentheses should be removed;MAJOR;ABAP;CODE_SMELL;{confusing}
abap:S1671;Mass operations should be used with internal tables instead of loops;MAJOR;ABAP;CODE_SMELL;{performance}
abap:S1670;SORTED or HASHED internal tables should be accessed with a key;MAJOR;ABAP;CODE_SMELL;{performance}
abap:S1549;Macros should be documented;MAJOR;ABAP;CODE_SMELL;{preprocessor}
abap:S2241;Open SQL SELECT statements should have an ORDER BY clause;MINOR;ABAP;BUG;{sql,unpredictable}
abap:S134;Control flow statements IF, CASE, DO, LOOP, SELECT, WHILE and PROVIDE should not be nested too deeply;CRITICAL;ABAP;CODE_SMELL;{brain-overload}
abap:S2242;SELECT INTO TABLE should be used;MAJOR;ABAP;CODE_SMELL;{performance,sql}
abap:S133;Methods should not be too complex;CRITICAL;ABAP;CODE_SMELL;{}
abap:S1639;NOT IN should not be used;CRITICAL;ABAP;CODE_SMELL;{suspicious}
abap:S1715;Unnecessary chain syntax should not be used;MINOR;ABAP;CODE_SMELL;{}
abap:S1512;%_HINTS should not be used;MAJOR;ABAP;CODE_SMELL;{lock-in}
abap:S2240;EXIT and CHECK statements should not be used in SELECT loops;MAJOR;ABAP;CODE_SMELL;{performance,sql}
abap:S1192;String literals should not be duplicated;CRITICAL;ABAP;CODE_SMELL;{design}
abap:S1485;DATA BEGIN OF OCCURS should not be used;MAJOR;ABAP;CODE_SMELL;{}
abap:S101;Class names should comply with a naming convention;MINOR;ABAP;CODE_SMELL;{convention}
abap:S100;Method names should comply with a naming convention;MINOR;ABAP;CODE_SMELL;{convention}
abap:S1481;Unused local variables should be removed;MINOR;ABAP;CODE_SMELL;{unused}
abap:S135;Loops should not contain more than a single CONTINUE, EXIT, CHECK statement;MINOR;ABAP;CODE_SMELL;{brain-overload}
squid:S1258;Classes and enums with private members should have a constructor;MAJOR;Java;CODE_SMELL;{pitfall}
squid:S00115;Constant names should comply with a naming convention;CRITICAL;Java;CODE_SMELL;{convention}
squid:S2226;Servlets should not have mutable instance fields;MAJOR;Java;BUG;{cert,multi-threading,struts}
squid:S00116;Field names should comply with a naming convention;MINOR;Java;CODE_SMELL;{convention}
squid:S1135;Track uses of TODO tags;INFO;Java;CODE_SMELL;{cwe}
squid:S00113;Files should contain an empty newline at the end;MINOR;Java;CODE_SMELL;{convention}
squid:S1134;Track uses of FIXME tags;MAJOR;Java;CODE_SMELL;{cwe}
squid:S00114;Interface names should comply with a naming convention;MINOR;Java;CODE_SMELL;{convention}
squid:S1133;Deprecated code should be removed;INFO;Java;CODE_SMELL;{obsolete}
squid:S2221;Exception should not be caught when not required by called methods;MINOR;Java;CODE_SMELL;{cwe,error-handling}
squid:S00119;Type parameter names should comply with a naming convention;MINOR;Java;CODE_SMELL;{convention}
squid:S2222;Locks should be released;CRITICAL;Java;BUG;{cwe,multi-threading}
squid:S00117;Local variable and method parameter names should comply with a naming convention;MINOR;Java;CODE_SMELL;{convention}
squid:S1132;Strings literals should be placed on the left side when checking for equality;MINOR;Java;CODE_SMELL;{bad-practice}
squid:S00118;Abstract class names should comply with a naming convention;MINOR;Java;CODE_SMELL;{convention}
squid:S2229;Methods should not call same-class methods with incompatible @Transactional values;BLOCKER;Java;BUG;{spring}
squid:S2109;Reflection should not be used to check non-runtime annotations;MAJOR;Java;BUG;{}
squid:S3438;SingleConnectionFactory instances should be set to reconnectOnException;MAJOR;Java;BUG;{spring}
squid:S00122;Statements should be on separate lines;MAJOR;Java;CODE_SMELL;{style}
squid:S00120;Package names should comply with a naming convention;MINOR;Java;CODE_SMELL;{convention}
squid:S3688;Track uses of disallowed classes;INFO;Java;CODE_SMELL;{}
squid:S2236;Methods wait(...), notify() and notifyAll() should not be called on Thread instances;BLOCKER;Java;BUG;{multi-threading}
squid:S00104;Files should not have too many lines of code;MAJOR;Java;CODE_SMELL;{brain-overload}
squid:S2116;hashCode and toString should not be called on array instances;MAJOR;Java;BUG;{}
squid:S00105;Tabulation characters should not be used;MINOR;Java;CODE_SMELL;{convention}
squid:S1147;Exit methods should not be called;BLOCKER;Java;CODE_SMELL;{cert,cwe,suspicious}
squid:S2234;Parameters should be passed in the correct order;MAJOR;Java;CODE_SMELL;{}
squid:S2114;Collections should not be passed as arguments to their own methods;MAJOR;Java;BUG;{}
squid:S00103;Lines should not be too long;MAJOR;Java;CODE_SMELL;{convention}
squid:S2111;BigDecimal(double) should not be used;MAJOR;Java;BUG;{cert}
squid:S2232;ResultSet.isLast() should not be used;MAJOR;Java;CODE_SMELL;{performance,pitfall,sql}
squid:S00108;Nested blocks of code should not be left empty;MAJOR;Java;CODE_SMELL;{suspicious}
squid:S1264;A while loop should be used instead of a for loop;MINOR;Java;CODE_SMELL;{clumsy}
squid:S2112;URL.hashCode and URL.equals should be avoided;MAJOR;Java;CODE_SMELL;{performance}
squid:S2230;Non-public methods should not be @Transactional;MAJOR;Java;BUG;{spring}
squid:S1142;Methods should not have too many return statements;MAJOR;Java;CODE_SMELL;{brain-overload}
squid:S2110;Invalid Date values should not be used;MAJOR;Java;BUG;{}
squid:S2118;Non-serializable classes should not be written;MAJOR;Java;BUG;{serialization}
squid:S1149;Synchronized classes Vector, Hashtable, Stack and StringBuffer should not be used;MAJOR;Java;CODE_SMELL;{performance}
squid:S00112;Generic exceptions should never be thrown;MAJOR;Java;CODE_SMELL;{cert,cwe,error-handling}
squid:S2203;collect should be used with Streams instead of list::add;MINOR;Java;CODE_SMELL;{java8}
squid:S2445;Blocks should be synchronized on private final fields;MAJOR;Java;BUG;{cert,cwe,multi-threading}
squid:S2325;private methods that don't access instance data should be static;MINOR;Java;CODE_SMELL;{pitfall}
squid:S2446;notifyAll should be used;MAJOR;Java;BUG;{cert,multi-threading}
squid:S2204;.equals() should not be used to test the values of Atomic classes;MAJOR;Java;BUG;{multi-threading}
squid:S2444;Lazy initialization of static fields should be synchronized;CRITICAL;Java;CODE_SMELL;{multi-threading}
squid:S1596;Collections.EMPTY_LIST, EMPTY_MAP, and EMPTY_SET should not be used;MINOR;Java;CODE_SMELL;{obsolete,pitfall}
squid:S2441;Non-serializable objects should not be stored in HttpSession objects;MAJOR;Java;BUG;{cwe}
squid:S2442;Lock objects should not be synchronized;MAJOR;Java;CODE_SMELL;{cert,clumsy,multi-threading}
squid:S2200;compareTo results should not be checked for specific values;MINOR;Java;BUG;{unpredictable}
squid:S2681;Multiline blocks should be enclosed in curly braces;MAJOR;Java;CODE_SMELL;{cert,cwe}
squid:S2440;Classes with only static methods should not be instantiated;MAJOR;Java;CODE_SMELL;{clumsy}
squid:S3419;Group ids should follow a naming convention;MINOR;Java;CODE_SMELL;{convention,maven}
squid:S2209;static members should be accessed statically;MAJOR;Java;CODE_SMELL;{pitfall}
squid:S3417;Track uses of disallowed dependencies;MAJOR;Java;CODE_SMELL;{maven}
squid:S2208;Wildcard imports should not be used;CRITICAL;Java;CODE_SMELL;{pitfall}
squid:S3415;Assertion arguments should be passed in the correct order;MAJOR;Java;CODE_SMELL;{suspicious,tests}
squid:S2447;Null should not be returned from a Boolean method;CRITICAL;Java;CODE_SMELL;{cert,cwe,pitfall}
squid:S2326;Unused type parameters should be removed;MAJOR;Java;CODE_SMELL;{cert,unused}
squid:S1479;switch statements should not have too many case clauses;MAJOR;Java;CODE_SMELL;{brain-overload}
squid:UnusedPrivateMethod;Unused private methods should be removed;MAJOR;Java;CODE_SMELL;{unused}
squid:S2698;JUnit assertions should include messages;MINOR;Java;CODE_SMELL;{tests}
squid:UselessParenthesesCheck;Redundant pairs of parentheses should be removed;MAJOR;Java;CODE_SMELL;{confusing}
squid:S3546;Custom resources should be closed;BLOCKER;Java;BUG;{denial-of-service}
squid:S1125;Boolean literals should not be redundant;MINOR;Java;CODE_SMELL;{clumsy}
squid:S1488;Local variables should not be declared and then immediately returned or thrown;MINOR;Java;CODE_SMELL;{clumsy}
squid:S3422;Dependencies should not have system scope;CRITICAL;Java;BUG;{lock-in,maven}
squid:S4635;String offset-based methods should be preferred for finding substrings from offsets;CRITICAL;Java;CODE_SMELL;{performance}
squid:S2333;Redundant modifiers should not be used;MINOR;Java;CODE_SMELL;{clumsy,finding}
squid:S2696;Instance methods should not write to static fields;CRITICAL;Java;CODE_SMELL;{multi-threading}
squid:S3423;pom elements should be in the recommended order;MINOR;Java;CODE_SMELL;{convention,maven}
squid:S3420;Artifact ids should follow a naming convention;MINOR;Java;CODE_SMELL;{convention,maven}
squid:S2694;Inner classes which do not reference their owning classes should be static;MAJOR;Java;CODE_SMELL;{performance}
squid:S3421;Deprecated ${pom} properties should not be used;MINOR;Java;CODE_SMELL;{maven,obsolete}
squid:S2695;PreparedStatement and ResultSet methods should be called with valid indices;BLOCKER;Java;BUG;{sql}
squid:S2211;Types should be used in lambdas;MAJOR;Java;CODE_SMELL;{convention,java8}
squid:S2692;indexOf checks should not be for positive numbers;CRITICAL;Java;CODE_SMELL;{suspicious}
squid:S2693;Threads should not be started in constructors;BLOCKER;Java;CODE_SMELL;{cert,multi-threading,pitfall}
squid:S3305;Factory method injection should be used in @Configuration classes;CRITICAL;Java;CODE_SMELL;{performance,spring}
squid:S3306;Constructor injection should be used instead of field injection;MAJOR;Java;BUG;{design,jee,pitfall,spring}
squid:S1481;Unused local variables should be removed;MINOR;Java;CODE_SMELL;{unused}
squid:S3358;Ternary operators should not be nested;MAJOR;Java;CODE_SMELL;{confusing}
squid:S2148;Underscores should be used to make large numbers readable;MINOR;Java;CODE_SMELL;{convention}
squid:S2388;Inner class calls to super class methods should be unambiguous;MAJOR;Java;CODE_SMELL;{pitfall}
squid:S2147;Catches should be combined;MINOR;Java;CODE_SMELL;{clumsy}
squid:S3599;Double Brace Initialization should not be used;MINOR;Java;BUG;{leak}
squid:S2386;Mutable fields should not be public static;MINOR;Java;VULNERABILITY;{cert,cwe,unpredictable}
squid:S2387;Child class fields should not shadow parent class fields;BLOCKER;Java;CODE_SMELL;{confusing}
squid:S2384;Mutable members should not be stored or returned directly;MINOR;Java;VULNERABILITY;{cert,cwe,unpredictable}
squid:S1175;The signature of finalize() should match that of Object.finalize();CRITICAL;Java;BUG;{pitfall}
squid:S4201;Null checks should not be used with instanceof;MINOR;Java;CODE_SMELL;{redundant}
squid:S1174;Object.finalize() should remain protected (versus public) when overriding;CRITICAL;Java;CODE_SMELL;{cert,cwe}
squid:S2143;java.time classes should be used for dates and times;MAJOR;Java;CODE_SMELL;{java8,pitfall}
squid:S4449;Nullness of parameters should be guaranteed;MAJOR;Java;CODE_SMELL;{}
squid:ClassCyclomaticComplexity;Classes should not be too complex;CRITICAL;Java;CODE_SMELL;{}
squid:S2140;Methods of Random that return floating point values should not be used in random integer generation;MINOR;Java;CODE_SMELL;{clumsy}
squid:S2141;Classes that don't define hashCode() should not be used in hashes;MAJOR;Java;BUG;{}
squid:S1170;Public constants and fields initialized at declaration should be static final rather than merely final;MINOR;Java;CODE_SMELL;{convention}
squid:S1171;Only static class initializers should be used;MAJOR;Java;CODE_SMELL;{pitfall}
squid:S2159;Silly equality checks should not be made;MAJOR;Java;BUG;{cert,unused}
squid:S2039;Member variable visibility should be specified;MINOR;Java;VULNERABILITY;{}
squid:S2157;Cloneables should implement clone;CRITICAL;Java;CODE_SMELL;{api-design,convention}
squid:S1068;Unused private fields should be removed;MAJOR;Java;CODE_SMELL;{unused}
squid:S2276;wait(...) should be used instead of Thread.sleep(...) when a lock is held;BLOCKER;Java;BUG;{cert,multi-threading,performance}
squid:S1067;Expressions should not be too complex;CRITICAL;Java;CODE_SMELL;{brain-overload}
squid:S1188;Lambdas and anonymous classes should not have too many lines of code;MAJOR;Java;CODE_SMELL;{java8}
squid:S3366;this should not be exposed from constructors;MAJOR;Java;CODE_SMELL;{cert,multi-threading,suspicious}
squid:S2156;final classes should not have protected members;MINOR;Java;CODE_SMELL;{confusing}
squid:S1066;Collapsible if statements should be merged;MAJOR;Java;CODE_SMELL;{clumsy}
squid:S3242;Method parameters should be declared with base types;MINOR;Java;CODE_SMELL;{api-design}
squid:S2153;Boxing and unboxing should not be immediately reversed;MINOR;Java;BUG;{clumsy}
squid:S2274;Object.wait(...) and Condition.await(...) should be called inside a while loop;CRITICAL;Java;CODE_SMELL;{cert,multi-threading}
squid:S1186;Methods should not be empty;CRITICAL;Java;CODE_SMELL;{suspicious}
squid:S4454;equals method parameters should not be marked @Nonnull;CRITICAL;Java;CODE_SMELL;{}
squid:S2154;Dissimilar primitive wrappers should not be used with the ternary operator without explicit casting;MAJOR;Java;BUG;{}
squid:S2275;Printf-style format strings should not lead to unexpected behavior at runtime;BLOCKER;Java;BUG;{cert,pitfall}
squid:S1185;Overriding methods should do more than simply call the same method in the super class;MINOR;Java;CODE_SMELL;{clumsy,redundant}
squid:S3008;Static non-final field names should comply with a naming convention;MINOR;Java;CODE_SMELL;{convention}
squid:S2151;runFinalizersOnExit should not be called;CRITICAL;Java;BUG;{cert}
squid:S2273;wait, notify and notifyAll should only be called when a lock is obviously held on an object;MAJOR;Java;BUG;{multi-threading}
squid:S1182;Classes that override clone should be Cloneable and call super.clone();MINOR;Java;CODE_SMELL;{cert,convention,cwe}
squid:S2391;JUnit framework methods should be declared properly;BLOCKER;Java;CODE_SMELL;{tests}
squid:S1181;Throwable and Error should not be caught;MAJOR;Java;CODE_SMELL;{bad-practice,cert,cwe,error-handling}
squid:S3578;Test methods should comply with a naming convention;MINOR;Java;CODE_SMELL;{convention,tests}
squid:S3457;Printf-style format strings should be used correctly;MAJOR;Java;CODE_SMELL;{cert,confusing}
squid:S2127;Double.longBitsToDouble should not be used for int;MAJOR;Java;BUG;{}
squid:S1158;Primitive wrappers should not be instantiated only for toString or compareTo calls;MINOR;Java;CODE_SMELL;{clumsy}
squid:S1157;Case insensitive string comparisons should be made without intermediate upper or lower casing;MINOR;Java;CODE_SMELL;{clumsy}
squid:S3577;Test classes should comply with a naming convention;MINOR;Java;CODE_SMELL;{convention,tests}
squid:S4425;Integer.toHexString should not be used to build hexadecimal strings;MAJOR;Java;CODE_SMELL;{cwe}
squid:S2122;ScheduledThreadPoolExecutor should not have 0 core threads;CRITICAL;Java;BUG;{}
squid:S1155;Collection.isEmpty() should be used to test for emptiness;MINOR;Java;CODE_SMELL;{clumsy}
squid:LabelsShouldNotBeUsedCheck;Labels should not be used;MAJOR;Java;CODE_SMELL;{confusing}
squid:S2123;Values should not be uselessly incremented;MAJOR;Java;BUG;{unused}
squid:S1153;String.valueOf() should not be appended to a String;MINOR;Java;CODE_SMELL;{clumsy}
squid:S1151;switch case clauses should not have too many lines of code;MAJOR;Java;CODE_SMELL;{brain-overload}
squid:S00100;Method names should comply with a naming convention;MINOR;Java;CODE_SMELL;{convention}
squid:S1150;Enumeration should not be implemented;MAJOR;Java;CODE_SMELL;{obsolete}
squid:S00101;Class names should comply with a naming convention;MINOR;Java;CODE_SMELL;{convention}
squid:S2259;Null pointers should not be dereferenced;MAJOR;Java;BUG;{cert,cwe}
squid:S1168;Empty arrays and collections should be returned instead of null;MAJOR;Java;CODE_SMELL;{cert}
squid:S3346;Expressions used in assert should not produce side effects;MAJOR;Java;BUG;{cert}
squid:S2133;Objects should not be created only to getClass;MAJOR;Java;CODE_SMELL;{performance}
squid:S2134;Classes extending java.lang.Thread should override the run method;MAJOR;Java;BUG;{multi-threading,pitfall}
squid:S1165;Exception classes should be immutable;MINOR;Java;CODE_SMELL;{error-handling}
squid:S2131;Primitives should not be boxed just for String conversion;MAJOR;Java;CODE_SMELL;{performance}
squid:S2252;Loop conditions should be true at least once;MAJOR;Java;BUG;{}
squid:LeftCurlyBraceEndLineCheck;An open curly brace should be located at the end of a line;MINOR;Java;CODE_SMELL;{convention}
squid:S1163;Exceptions should not be thrown in finally blocks;CRITICAL;Java;CODE_SMELL;{cert,error-handling,suspicious}
squid:S2250;Collection methods with O(n) performance should be used carefully;MINOR;Java;CODE_SMELL;{performance}
squid:S1162;Checked exceptions should not be thrown;MAJOR;Java;CODE_SMELL;{error-handling}
squid:S3340;Annotation arguments should appear in the order in which they were declared;MINOR;Java;CODE_SMELL;{convention}
squid:S2130;Parsing should be used to convert Strings to primitives;MINOR;Java;CODE_SMELL;{performance}
squid:S2251;A for loop update clause should move the counter in the right direction;MAJOR;Java;BUG;{cert}
squid:S1160;Public methods should throw at most one checked exception;MAJOR;Java;CODE_SMELL;{error-handling}
squid:S2864;entrySet() should be iterated when both the key and value are needed;MAJOR;Java;CODE_SMELL;{performance}
squid:S3958;Intermediate Stream methods should not be left unused;MAJOR;Java;BUG;{java8}
squid:ObjectFinalizeCheck;The Object.finalize() method should not be called;MAJOR;Java;BUG;{cert,cwe}
squid:S3959;Consumed Stream pipelines should not be reused;MAJOR;Java;BUG;{java8}
squid:ParsingError;Java parser failure;MAJOR;Java;CODE_SMELL;{suspicious}
squid:S1656;Variables should not be self-assigned;MAJOR;Java;BUG;{cert}
squid:S1309;Track uses of @SuppressWarnings annotations;INFO;Java;CODE_SMELL;{}
squid:S2757;=+ should not be used instead of +=;MAJOR;Java;BUG;{}
squid:S3725;Java 8's Files.exists should not be used;MAJOR;Java;CODE_SMELL;{java8,performance}
squid:S2637;@NonNull values should not be set to null;MINOR;Java;BUG;{cert,cwe}
squid:S1994;for loop increment clauses should modify the loops' counters;CRITICAL;Java;CODE_SMELL;{confusing}
squid:S1871;Two branches in a conditional structure should not have exactly the same implementation;MAJOR;Java;CODE_SMELL;{design,suspicious}
squid:S1872;Classes should not be compared by name;MAJOR;Java;BUG;{cert,cwe}
squid:S3937;Number patterns should be regular;CRITICAL;Java;CODE_SMELL;{suspicious}
squid:S1996;Files should contain only one top-level class or interface each;MAJOR;Java;CODE_SMELL;{brain-overload}
squid:S2973;Escaped Unicode characters should not be used;MAJOR;Java;CODE_SMELL;{confusing}
squid:S1764;Identical expressions should not be used on both sides of a binary operator;MAJOR;Java;BUG;{cert}
squid:S1643;Strings should not be concatenated using '+' in a loop;MINOR;Java;CODE_SMELL;{performance}
squid:S1641;Sets with elements that are enum values should be replaced with EnumSet;MINOR;Java;CODE_SMELL;{performance}
squid:S2974;Classes without public constructors should be final;MINOR;Java;CODE_SMELL;{design}
squid:S2972;Inner classes should not have too many lines of code;MAJOR;Java;CODE_SMELL;{brain-overload}
squid:S2970;Assertions should be complete;BLOCKER;Java;CODE_SMELL;{tests}
squid:S2975;clone should not be overridden;BLOCKER;Java;CODE_SMELL;{suspicious}
squid:S3824;Map.get and value test should be replaced with single method call;MAJOR;Java;CODE_SMELL;{java8}
squid:EmptyFile;Files should not be empty;MINOR;Java;CODE_SMELL;{unused}
